,open,low,high,close,price_change,change_percent,date,shamsi_date
896,"32,420","32,340","32,430","32,390",60,0.19%,2014/10/29,1393/08/07
897,"32,380","32,360","32,450","32,450",70,0.22%,2014/10/30,1393/08/08
898,"32,480","32,480","32,530","32,520",60,0.18%,2014/10/31,1393/08/09
899,"32,490","32,460","32,550","32,460",70,0.22%,2014/11/01,1393/08/10
900,"32,480","32,410","32,540","32,530",20,0.06%,2014/11/02,1393/08/11
901,"32,550","32,500","32,580","32,550",50,0.15%,2014/11/05,1393/08/14
902,"32,560","32,500","32,580","32,500",10,0.03%,2014/11/06,1393/08/15
903,"32,490","32,460","32,510","32,510",60,0.18%,2014/11/07,1393/08/16
904,"32,460","32,450","32,650","32,570",90,0.28%,2014/11/08,1393/08/17
905,"32,580","32,450","32,580","32,480",60,0.18%,2014/11/09,1393/08/18
906,"32,470","32,400","32,540","32,540",40,0.12%,2014/11/10,1393/08/19
907,"32,500","32,470","32,590","32,580",-,-,2014/11/11,1393/08/20
908,"32,560","32,500","32,600","32,580",20,0.06%,2014/11/12,1393/08/21
909,"32,570","32,550","32,600","32,560",10,0.03%,2014/11/13,1393/08/22
910,"32,580","32,550","32,580","32,550",110,0.34%,2014/11/14,1393/08/23
911,"32,540","32,400","32,550","32,440",30,0.09%,2014/11/15,1393/08/24
912,"32,460","32,400","32,470","32,470",10,0.03%,2014/11/16,1393/08/25
913,"32,450","32,440","32,470","32,460",100,0.31%,2014/11/17,1393/08/26
914,"32,440","32,440","32,580","32,560",60,0.18%,2014/11/18,1393/08/27
915,"32,560","32,460","32,560","32,500",30,0.09%,2014/11/19,1393/08/28
916,"32,510","32,480","32,530","32,530",40,0.12%,2014/11/20,1393/08/29
917,"32,540","32,480","32,540","32,490",120,0.37%,2014/11/21,1393/08/30
918,"32,480","32,370","32,490","32,370",30,0.09%,2014/11/22,1393/09/01
919,"32,360","32,320","32,460","32,400",160,0.49%,2014/11/23,1393/09/02
920,"32,420","32,410","32,650","32,560",60,0.18%,2014/11/24,1393/09/03
921,"32,570","32,520","32,620","32,620",280,0.86%,2014/11/25,1393/09/04
922,"32,630","32,630","32,950","32,900",290,0.88%,2014/11/26,1393/09/05
923,"32,910","32,910","33,210","33,190",60,0.18%,2014/11/27,1393/09/06
924,"33,210","33,200","33,260","33,250",960,2.89%,2014/11/28,1393/09/07
925,"33,260","33,260","34,310","34,210",400,1.17%,2014/11/29,1393/09/08
926,"34,180","34,000","35,300","34,610",940,2.79%,2014/11/30,1393/09/09
927,"34,600","33,580","34,600","33,670",90,0.27%,2014/12/01,1393/09/10
928,"33,680","33,370","33,840","33,580",90,0.27%,2014/12/02,1393/09/11
929,"33,560","33,550","33,770","33,670",30,0.09%,2014/12/03,1393/09/12
930,"33,660","33,590","33,720","33,700",20,0.06%,2014/12/04,1393/09/13
931,"33,690","33,680","33,700","33,680",250,0.75%,2014/12/05,1393/09/14
932,"33,630","33,370","33,690","33,430",730,2.18%,2014/12/06,1393/09/15
933,"33,500","33,470","34,170","34,160",90,0.26%,2014/12/07,1393/09/16
934,"34,320","34,090","34,640","34,250",240,0.71%,2014/12/08,1393/09/17
935,"34,210","33,990","34,280","34,010",180,0.53%,2014/12/09,1393/09/18
936,"33,990","33,920","34,210","34,190",30,0.09%,2014/12/10,1393/09/19
937,"34,180","34,140","34,310","34,220",40,0.12%,2014/12/11,1393/09/20
938,"34,230","34,220","34,260","34,260",20,0.06%,2014/12/12,1393/09/21
939,"34,270","34,240","34,280","34,240",660,1.93%,2014/12/13,1393/09/22
940,"34,230","34,210","34,930","34,900",800,2.35%,2014/12/14,1393/09/23
941,"34,920","34,000","35,010","34,100",700,2.05%,2014/12/15,1393/09/24
