,open,low,high,close,price_change,change_percent,date,shamsi_date
2055,"98,100","98,170","101,660","98,170",2210,2.3%,2018/08/05,1397/05/14
2056,"98,150","92,450","99,290","95,960",6200,6.91%,2018/08/06,1397/05/15
2057,"95,970","82,310","98,050","89,760",12780,14.24%,2018/08/07,1397/05/16
2058,"89,780","89,250","107,860","102,540",820,0.8%,2018/08/08,1397/05/17
2059,"102,520","91,740","111,550","103,360",6070,5.87%,2018/08/09,1397/05/18
2060,"103,350","103,170","109,670","109,430",5150,4.94%,2018/08/10,1397/05/19
2061,"109,370","100,370","111,550","104,280",3430,3.4%,2018/08/11,1397/05/20
2062,"103,970","97,470","105,910","100,850",5410,5.36%,2018/08/12,1397/05/21
2063,"100,880","99,470","106,590","106,260",710,0.67%,2018/08/13,1397/05/22
2064,"106,260","105,150","110,300","105,550",520,0.5%,2018/08/14,1397/05/23
2065,"105,540","103,070","107,970","105,030",2060,1.96%,2018/08/15,1397/05/24
2066,"105,040","103,360","107,150","107,090",30,0.03%,2018/08/16,1397/05/25
2067,"107,120","106,610","109,980","107,120",3820,3.7%,2018/08/17,1397/05/26
2068,"107,060","102,600","107,080","103,300",250,0.24%,2018/08/18,1397/05/27
2069,"102,980","101,960","105,280","103,050",1090,1.06%,2018/08/19,1397/05/28
2070,"103,160","102,880","105,600","104,140",1700,1.63%,2018/08/20,1397/05/29
2071,"104,150","103,600","107,110","105,840",380,0.36%,2018/08/21,1397/05/30
2072,"105,830","105,230","106,070","105,460",370,0.35%,2018/08/22,1397/05/31
2073,"105,470","103,770","106,640","105,090",2300,2.24%,2018/08/23,1397/06/01
2074,"105,080","102,370","105,280","102,790",1600,1.56%,2018/08/24,1397/06/02
2075,"102,810","102,720","105,020","104,390",1040,1%,2018/08/25,1397/06/03
2076,"105,020","104,390","106,440","105,430",1720,1.63%,2018/08/26,1397/06/04
2077,"105,310","105,270","108,140","107,150",3460,3.23%,2018/08/27,1397/06/05
2078,"107,140","104,770","110,700","110,610",500,0.45%,2018/08/28,1397/06/06
2079,"110,620","106,020","110,680","110,110",240,0.22%,2018/08/29,1397/06/07
2080,"109,430","109,270","111,050","110,350",380,0.35%,2018/08/30,1397/06/08
2081,"110,250","109,420","110,420","109,970",1920,1.75%,2018/08/31,1397/06/09
2082,"109,960","107,420","112,320","111,890",7880,7.04%,2018/09/01,1397/06/10
2083,"112,060","104,000","121,980","119,770",17070,14.25%,2018/09/02,1397/06/11
2084,"128,230","127,760","139,610","136,840",8890,6.95%,2018/09/04,1397/06/13
2085,"137,140","136,400","150,670","136,890",1780,1.32%,2018/09/05,1397/06/14
2086,"136,430","134,680","144,700","135,110",6870,5.36%,2018/09/06,1397/06/15
2087,"134,620","127,780","135,700","128,240",6230,4.86%,2018/09/08,1397/06/17
2088,"128,710","120,970","130,320","129,630",8530,6.58%,2018/09/09,1397/06/18
2089,"129,940","129,550","138,980","138,160",2830,2.09%,2018/09/10,1397/06/19
2090,"138,190","135,190","146,060","135,330",1830,1.35%,2018/09/11,1397/06/20
2091,"135,370","134,170","138,980","137,160",440,0.32%,2018/09/12,1397/06/21
2092,"137,210","136,750","138,940","137,600",50,0.04%,2018/09/13,1397/06/22
2093,"137,650","137,650","137,650","137,650",1420,1.03%,2018/09/14,1397/06/23
2094,"139,320","135,570","139,570","139,070",3630,2.61%,2018/09/15,1397/06/24
2095,"145,145","139,070","147,590","142,700",950,0.67%,2018/09/16,1397/06/25
2096,"143,655","140,390","143,660","143,650",2230,1.55%,2018/09/17,1397/06/26
2097,"145,880","142,900","145,880","145,880",-,-,2018/09/18,1397/06/27
2098,"145,880","145,120","145,880","145,880",1980,1.38%,2018/09/19,1397/06/28
2099,"144,780","141,980","145,660","143,900",5440,3.78%,2018/09/22,1397/06/31
2100,"151,205","141,280","153,070","149,340",10660,7.14%,2018/09/23,1397/07/01
2101,"160,975","149,330","161,950","160,000",9990,6.24%,2018/09/24,1397/07/02
2102,"170,640","155,830","171,290","169,990",16690,9.82%,2018/09/25,1397/07/03
2103,"190,110","168,290","193,540","186,680",11290,6.44%,2018/09/26,1397/07/04
2104,"181,035","169,000","186,680","175,390",-,-,2018/09/27,1397/07/05
2105,"175,390","175,390","175,390","175,390",3080,1.79%,2018/09/28,1397/07/06
2106,"175,165","165,860","178,020","172,310",2090,1.23%,2018/09/29,1397/07/07
2107,"172,290","168,680","174,360","170,220",18450,12.16%,2018/09/30,1397/07/08
2108,"162,055","146,490","172,340","151,770",30770,25.43%,2018/10/01,1397/07/09
2109,"136,385","121,000","151,770","121,000",-,-,2018/10/02,1397/07/10
2110,"121,000","121,000","121,000","121,000",23150,19.13%,2018/10/03,1397/07/11
2111,"144,745","142,860","145,340","144,150",2210,1.56%,2018/10/22,1397/07/30
2112,"143,110","140,330","144,280","141,940",1550,1.1%,2018/10/23,1397/08/01
2113,"141,395","138,990","142,400","140,390",19390,16.02%,2018/10/24,1397/08/02
2114,"121,000","121,000","121,000","121,000",2600,2.2%,2018/10/25,1397/08/03
2115,"119,000","118,400","119,000","118,400",-,-,2018/11/15,1397/08/24
2116,"118,400","118,400","118,400","118,400",200,0.17%,2018/11/16,1397/08/25
2117,"118,150","118,150","118,200","118,200",2670,2.26%,2018/11/17,1397/08/26
2118,"120,870","120,870","120,870","120,870",6350,5.25%,2018/11/18,1397/08/27
2119,"127,220","127,220","127,220","127,220",1180,0.93%,2018/11/19,1397/08/28
2120,"128,400","128,400","128,400","128,400",490,0.38%,2018/11/20,1397/08/29
2121,"127,910","127,910","127,910","127,910",200,0.16%,2018/11/21,1397/08/30
2122,"127,710","127,710","127,710","127,710",-,-,2018/11/22,1397/09/01
2123,"127,710","127,710","127,710","127,710",460,0.36%,2018/11/23,1397/09/02
2124,"127,250","127,250","127,250","127,250",-,-,2018/11/24,1397/09/03
2125,"127,250","127,250","127,250","127,250",3900,3.16%,2018/11/25,1397/09/04
2126,"123,350","123,350","123,350","123,350",320,0.26%,2018/11/26,1397/09/05
2127,"123,030","123,030","123,030","123,030",1880,1.55%,2018/11/27,1397/09/06
2128,"121,150","121,150","121,150","121,150",8700,7.74%,2018/11/28,1397/09/07
2129,"112,680","112,450","112,680","112,450",-,-,2018/11/29,1397/09/08
2130,"112,450","112,450","112,450","112,450",1130,1%,2018/11/30,1397/09/09
2131,"112,750","107,620","115,540","113,580",7520,6.62%,2018/12/01,1397/09/10
2132,"113,570","113,570","121,100","121,100",6800,5.95%,2018/12/02,1397/09/11
2133,"120,240","113,660","120,290","114,300",630,0.55%,2018/12/03,1397/09/12
2134,"114,030","111,710","114,800","113,670",150,0.13%,2018/12/04,1397/09/13
2135,"113,900","112,690","114,010","113,520",490,0.43%,2018/12/05,1397/09/14
2136,"113,640","109,790","116,480","113,030",2140,1.89%,2018/12/06,1397/09/15
2137,"112,410","112,340","116,940","115,170",2760,2.46%,2018/12/08,1397/09/17
2138,"114,870","112,110","114,870","112,410",4510,4.18%,2018/12/09,1397/09/18
2139,"112,500","107,360","112,540","107,900",290,0.27%,2018/12/10,1397/09/19
2140,"107,840","107,640","108,230","108,190",11090,11.42%,2018/12/11,1397/09/20
2141,"108,230","86,900","109,940","97,100",4200,4.33%,2018/12/12,1397/09/21
2142,"97,900","97,900","101,500","101,300",-,-,2018/12/13,1397/09/22
2143,"101,300","101,300","101,300","101,300",50,0.05%,2018/12/14,1397/09/23
2144,"101,250","101,250","101,850","101,350",1850,1.86%,2018/12/15,1397/09/24
2145,"99,900","97,050","99,950","99,500",100,0.1%,2018/12/16,1397/09/25
2146,"99,900","99,400","99,900","99,400",-,-,2018/12/17,1397/09/26
2147,"99,400","99,400","99,400","99,400",500,0.5%,2018/12/18,1397/09/27
2148,"101,000","99,900","101,000","99,900",200,0.2%,2018/12/19,1397/09/28
2149,"99,800","99,700","99,890","99,700",-,-,2018/12/20,1397/09/29
2150,"99,700","99,700","99,700","99,700",200,0.2%,2018/12/21,1397/09/30
2151,"99,900","99,900","99,900","99,900",1100,1.1%,2018/12/22,1397/10/01
2152,"101,000","101,000","101,000","101,000",4000,3.96%,2018/12/24,1397/10/03
2153,"103,950","103,950","105,000","105,000",7000,6.67%,2018/12/25,1397/10/04
2154,"109,000","109,000","118,000","112,000",4500,4.19%,2018/12/26,1397/10/05
2155,"111,900","107,500","111,900","107,500",-,-,2018/12/27,1397/10/06
2156,"107,500","107,500","107,500","107,500",4500,4.37%,2018/12/28,1397/10/07
2157,"105,000","102,800","105,000","103,000",4000,3.88%,2018/12/29,1397/10/08
2158,"106,000","105,500","108,000","107,000",1000,0.93%,2018/12/30,1397/10/09
2159,"108,000","107,900","108,000","108,000",3000,2.86%,2018/12/31,1397/10/10
2160,"107,000","105,000","107,000","105,000",500,0.48%,2019/01/01,1397/10/11
2161,"104,900","104,200","105,000","104,500",1500,1.44%,2019/01/02,1397/10/12
2162,"106,000","105,800","106,000","106,000",-,-,2019/01/03,1397/10/13
2163,"106,000","106,000","106,000","106,000",100,0.09%,2019/01/04,1397/10/14
2164,"105,950","105,500","106,000","105,900",400,0.38%,2019/01/05,1397/10/15
2165,"105,450","104,900","105,600","105,500",1500,1.42%,2019/01/06,1397/10/16
2166,"107,000","106,900","107,100","107,000",2000,1.87%,2019/01/07,1397/10/17
2167,"109,000","108,700","109,000","109,000",200,0.18%,2019/01/08,1397/10/18
2168,"108,800","108,600","109,050","108,800",100,0.09%,2019/01/09,1397/10/19
2169,"108,900","108,850","108,900","108,900",-,-,2019/01/10,1397/10/20
2170,"108,900","108,900","108,900","108,900",4100,3.76%,2019/01/11,1397/10/21
2171,"111,000","110,850","113,500","113,000",1000,0.88%,2019/01/12,1397/10/22
2172,"116,000","114,000","118,000","114,000",4100,3.73%,2019/01/13,1397/10/23
2173,"108,950","109,750","108,000","109,900",2600,2.37%,2019/01/14,1397/10/24
2174,"112,500","112,300","112,650","112,500",2000,1.78%,2019/01/15,1397/10/25
2175,"114,500","114,350","114,600","114,500",1400,1.22%,2019/01/16,1397/10/26
2176,"115,900","115,900","115,900","115,900",-,-,2019/01/17,1397/10/27
2177,"115,900","115,900","115,900","115,900",1400,1.22%,2019/01/18,1397/10/28
2178,"114,500","114,300","114,550","114,500",-,-,2019/01/19,1397/10/29
2179,"114,400","114,300","114,500","114,500",1800,1.57%,2019/01/20,1397/10/30
2180,"116,500","116,300","116,500","116,300",200,0.17%,2019/01/21,1397/11/01
2181,"116,500","116,250","116,500","116,500",1100,0.95%,2019/01/22,1397/11/02
2182,"115,400","115,200","115,450","115,400",400,0.35%,2019/01/23,1397/11/03
2183,"115,100","115,000","115,100","115,000",-,-,2019/01/24,1397/11/04
2184,"115,000","115,000","115,000","115,000",1500,1.3%,2019/01/25,1397/11/05
2185,"115,100","115,100","118,500","116,500",1400,1.2%,2019/01/26,1397/11/06
2186,"117,900","117,750","117,950","117,900",100,0.08%,2019/01/27,1397/11/07
2187,"118,500","117,800","118,500","118,000",300,0.25%,2019/01/28,1397/11/08
2188,"118,900","117,900","118,900","118,300",1150,0.97%,2019/01/29,1397/11/09
2189,"119,500","119,300","119,600","119,450",950,0.8%,2019/01/30,1397/11/10
2190,"119,000","118,350","119,000","118,500",-,-,2019/01/31,1397/11/11
2191,"118,500","118,500","118,500","118,500",5500,4.87%,2019/02/01,1397/11/12
2192,"115,500","112,700","115,500","113,000",3000,2.73%,2019/02/02,1397/11/13
2193,"110,000","109,700","110,000","110,000",6500,5.91%,2019/02/03,1397/11/14
2194,"114,500","114,400","116,550","116,500",1000,0.86%,2019/02/04,1397/11/15
2195,"118,500","117,300","118,600","117,500",1000,0.85%,2019/02/05,1397/11/16
2196,"118,500","118,200","118,600","118,500",2050,1.76%,2019/02/06,1397/11/17
2197,"116,500","116,450","116,600","116,450",-,-,2019/02/07,1397/11/18
2198,"116,450","116,450","116,450","116,450",-,-,2019/02/08,1397/11/19
2199,"116,475","116,450","116,500","116,450",650,0.56%,2019/02/09,1397/11/20
2200,"116,500","116,500","117,200","117,100",-,-,2019/02/10,1397/11/21
2201,"117,100","117,000","117,100","117,100",1900,1.62%,2019/02/11,1397/11/22
2202,"118,000","118,000","119,000","119,000",300,0.25%,2019/02/12,1397/11/23
2203,"119,300","119,100","119,300","119,300",800,0.68%,2019/02/13,1397/11/24
2204,"118,500","118,300","118,500","118,500",-,-,2019/02/14,1397/11/25
2205,"118,500","118,500","118,500","118,500",2500,2.11%,2019/02/15,1397/11/26
2206,"118,400","118,300","123,000","121,000",2500,2.07%,2019/02/16,1397/11/27
2207,"122,500","122,550","123,600","123,500",5500,4.45%,2019/02/17,1397/11/28
2208,"123,600","123,600","129,000","129,000",1000,0.78%,2019/02/18,1397/11/29
2209,"128,000","127,800","128,000","128,000",1700,1.33%,2019/02/19,1397/11/30
2210,"129,900","122,800","129,900","129,700",-,-,2019/02/20,1397/12/01
2211,"129,600","129,600","129,700","129,700",4700,3.76%,2019/02/21,1397/12/02
2212,"125,000","125,000","125,000","125,000",11500,9.2%,2019/02/23,1397/12/04
2213,"136,500","136,500","136,500","136,500",2000,1.49%,2019/02/24,1397/12/05
2214,"135,500","134,500","135,500","134,500",1500,1.13%,2019/02/25,1397/12/06
2215,"133,500","133,000","133,500","133,000",500,0.38%,2019/02/26,1397/12/07
2216,"132,500","132,500","132,800","132,500",500,0.38%,2019/02/27,1397/12/08
2217,"132,000","132,000","132,000","132,000",-,-,2019/02/28,1397/12/09
2218,"132,000","132,000","132,000","132,000",2500,1.89%,2019/03/01,1397/12/10
2219,"134,500","134,400","134,500","134,500",4640,3.57%,2019/03/02,1397/12/11
2220,"133,000","129,800","133,000","129,860",2790,2.2%,2019/03/03,1397/12/12
2221,"130,040","126,850","130,040","127,070",1090,0.87%,2019/03/04,1397/12/13
2222,"126,020","125,850","126,100","125,980",5560,4.41%,2019/03/05,1397/12/14
2223,"125,950","125,900","132,550","131,540",1170,0.9%,2019/03/06,1397/12/15
2224,"131,560","130,360","131,570","130,370",-,-,2019/03/07,1397/12/16
2225,"130,370","130,370","130,370","130,370",1140,0.87%,2019/03/08,1397/12/17
2226,"131,890","131,360","132,070","131,510",1090,0.84%,2019/03/09,1397/12/18
2227,"131,460","130,360","131,570","130,420",1370,1.06%,2019/03/10,1397/12/19
2228,"129,440","128,930","129,550","129,050",580,0.45%,2019/03/11,1397/12/20
2229,"128,970","128,430","129,050","128,470",80,0.06%,2019/03/12,1397/12/21
2230,"128,490","128,430","128,550","128,550",2470,1.92%,2019/03/13,1397/12/22
2231,"132,040","130,930","132,050","131,020",-,-,2019/03/14,1397/12/23
2232,"131,020","131,020","131,020","131,020",1170,0.9%,2019/03/15,1397/12/24
2233,"130,840","129,800","139,560","129,850",1020,0.79%,2019/03/16,1397/12/25
2234,"129,930","128,800","129,960","128,830",60,0.05%,2019/03/17,1397/12/26
2235,"128,920","128,800","128,960","128,890",50,0.04%,2019/03/18,1397/12/27
2236,"128,950","128,800","128,960","128,940",-,-,2019/03/19,1397/12/28
2237,"128,940","128,800","128,940","128,940",580,0.45%,2019/03/20,1397/12/29
2238,"129,550","129,410","129,560","129,520",10,0.01%,2019/03/25,1398/01/05
2239,"129,490","129,400","129,560","129,510",90,0.07%,2019/03/26,1398/01/06
2240,"129,560","129,400","129,560","129,420",2470,1.91%,2019/03/27,1398/01/07
2241,"129,540","129,380","133,600","131,890",-,-,2019/03/28,1398/01/08
2242,"131,890","131,890","131,890","131,890",110,0.08%,2019/03/29,1398/01/09
2243,"131,980","131,880","132,100","132,000",-,-,2019/03/30,1398/01/10
2244,"131,940","131,890","132,000","132,000",-,-,2019/03/31,1398/01/11
2245,"131,890","131,890","132,000","132,000",100,0.08%,2019/04/04,1398/01/15
2246,"131,980","131,890","132,000","131,900",2010,1.52%,2019/04/06,1398/01/17
2247,"131,930","131,890","138,010","133,910",2990,2.23%,2019/04/07,1398/01/18
2248,"133,900","133,890","136,900","136,900",4850,3.54%,2019/04/08,1398/01/19
2249,"136,870","136,790","141,800","141,750",4250,3.09%,2019/04/09,1398/01/20
2250,"141,760","137,390","141,800","137,500",190,0.14%,2019/04/10,1398/01/21
2251,"137,380","137,290","137,400","137,310",-,-,2019/04/11,1398/01/22
2252,"137,310","137,310","137,310","137,310",1310,0.96%,2019/04/12,1398/01/23
2253,"137,400","129,790","137,400","136,000",1500,1.12%,2019/04/13,1398/01/24
2254,"135,900","134,390","136,000","134,500",2400,1.78%,2019/04/14,1398/01/25
2255,"134,450","134,390","136,900","136,900",1470,1.09%,2019/04/15,1398/01/26
2256,"136,870","134,040","136,900","135,430",1420,1.06%,2019/04/16,1398/01/27
2257,"135,480","133,890","135,500","134,010",780,0.58%,2019/04/17,1398/01/28
2258,"133,990","133,900","134,950","134,790",-,-,2019/04/18,1398/01/29
2259,"134,790","134,790","134,790","134,790",670,0.5%,2019/04/19,1398/01/30
2260,"134,870","134,650","135,600","135,460",-,-,2019/04/20,1398/01/31
2261,"135,530","135,350","135,600","135,460",2140,1.58%,2019/04/21,1398/02/01
2262,"135,590","135,350","137,600","137,600",320,0.23%,2019/04/22,1398/02/02
2263,"137,440","137,350","139,100","137,920",70,0.05%,2019/04/23,1398/02/03
2264,"137,930","137,850","138,100","137,990",130,0.09%,2019/04/24,1398/02/04
2265,"137,970","137,850","138,800","138,120",-,-,2019/04/25,1398/02/05
2266,"138,120","138,120","138,120","138,120",340,0.25%,2019/04/26,1398/02/06
2267,"138,140","138,050","138,900","138,460",3010,2.17%,2019/04/27,1398/02/07
2268,"138,580","138,350","141,600","141,470",40,0.03%,2019/04/28,1398/02/08
2269,"141,540","141,350","142,000","141,510",990,0.7%,2019/04/29,1398/02/09
2270,"141,550","140,350","141,600","140,520",1980,1.41%,2019/04/30,1398/02/10
2271,"140,530","140,350","142,550","142,500",90,0.06%,2019/05/01,1398/02/11
2272,"142,530","142,340","142,550","142,410",-,-,2019/05/02,1398/02/12
2273,"142,410","142,410","142,410","142,410",2550,1.79%,2019/05/03,1398/02/13
2274,"142,500","142,340","145,000","144,960",2490,1.72%,2019/05/04,1398/02/14
2275,"144,930","144,840","149,000","147,450",450,0.31%,2019/05/05,1398/02/15
2276,"147,500","146,360","147,500","147,000",2480,1.69%,2019/05/06,1398/02/16
2277,"146,950","146,840","149,500","149,480",420,0.28%,2019/05/07,1398/02/17
2278,"149,360","149,360","149,900","149,900",3600,2.4%,2019/05/08,1398/02/18
2279,"149,840","149,740","153,500","153,500",-,-,2019/05/09,1398/02/19
2280,"153,500","153,500","153,500","153,500",4000,2.68%,2019/05/10,1398/02/20
2281,"153,400","149,340","153,500","149,500",3000,2.05%,2019/05/11,1398/02/21
2282,"149,390","146,340","149,500","146,500",1860,1.27%,2019/05/12,1398/02/22
2283,"146,430","146,340","148,500","148,360",140,0.09%,2019/05/13,1398/02/23
2284,"148,500","148,340","148,500","148,500",70,0.05%,2019/05/14,1398/02/24
2285,"148,440","148,340","149,000","148,430",1960,1.34%,2019/05/15,1398/02/25
2286,"148,500","146,340","148,500","146,470",-,-,2019/05/16,1398/02/26
2287,"146,470","146,470","146,470","146,470",970,0.67%,2019/05/17,1398/02/27
2288,"146,410","145,340","146,500","145,500",500,0.34%,2019/05/18,1398/02/28
2289,"145,350","144,840","146,500","145,000",7500,5.45%,2019/05/19,1398/02/29
2290,"144,980","137,340","145,000","137,500",30,0.02%,2019/05/20,1398/02/30
2291,"137,460","137,340","137,500","137,470",2030,1.48%,2019/05/21,1398/02/31
2292,"137,500","137,350","139,500","139,500",960,0.69%,2019/05/22,1398/03/01
2293,"139,370","139,340","140,500","140,460",-,-,2019/05/23,1398/03/02
2294,"140,460","140,460","140,460","140,460",890,0.64%,2019/05/24,1398/03/03
2295,"140,340","139,540","140,500","139,570",1070,0.77%,2019/05/25,1398/03/04
2296,"139,700","138,340","139,700","138,500",1000,0.73%,2019/05/26,1398/03/05
2297,"138,000","137,340","138,000","137,500",3500,2.61%,2019/05/28,1398/03/07
2298,"137,360","132,340","137,500","134,000",1370,1.02%,2019/05/29,1398/03/08
2299,"133,970","133,840","135,500","135,370",-,-,2019/05/30,1398/03/09
2300,"135,370","135,370","135,370","135,370",130,0.1%,2019/05/31,1398/03/10
2301,"135,500","135,340","135,500","135,500",3110,2.35%,2019/06/01,1398/03/11
2302,"135,470","132,370","135,500","132,390",1410,1.08%,2019/06/02,1398/03/12
2303,"132,500","130,870","132,540","130,980",-,-,2019/06/03,1398/03/13
2304,"131,010","130,870","131,040","130,980",80,0.06%,2019/06/04,1398/03/14
2305,"131,870","130,850","132,040","130,900",3930,3.1%,2019/06/08,1398/03/18
2306,"130,910","126,890","131,020","126,970",1480,1.17%,2019/06/09,1398/03/19
2307,"127,000","127,000","128,640","128,450",430,0.33%,2019/06/10,1398/03/20
2308,"130,860","12,850","131,040","128,880",120,0.09%,2019/06/11,1398/03/21
2309,"129,000","128,840","129,000","129,000",-,-,2019/06/12,1398/03/22
2310,"129,000","129,000","129,000","129,000",360,0.28%,2019/06/13,1398/03/23
2311,"129,500","129,340","129,500","129,360",5580,4.31%,2019/06/15,1398/03/25
2312,"129,350","129,340","135,000","134,940",1580,1.18%,2019/06/16,1398/03/26
2313,"134,980","133,340","135,050","133,360",1340,1.01%,2019/06/17,1398/03/27
2314,"133,390","131,840","133,550","132,020",1070,0.82%,2019/06/18,1398/03/28
2315,"131,850","130,840","132,050","130,950",1050,0.8%,2019/06/19,1398/03/29
2316,"132,000","130,890","132,000","132,000",-,-,2019/06/20,1398/03/30
2317,"132,000","132,000","132,000","132,000",2000,1.54%,2019/06/21,1398/03/31
2318,"131,980","129,890","132,000","130,000",-,-,2019/06/22,1398/04/01
2319,"129,970","129,890","130,000","130,000",1890,1.45%,2019/06/23,1398/04/02
2320,"129,910","129,890","132,000","131,890",890,0.68%,2019/06/24,1398/04/03
2321,"131,930","130,400","132,000","131,000",1600,1.24%,2019/06/25,1398/04/04
2322,"129,500","129,390","129,500","129,400",100,0.08%,2019/06/26,1398/04/05
2323,"129,420","129,390","129,500","129,500",90,0.07%,2019/06/27,1398/04/06
2324,"129,410","129,410","129,410","129,410",910,0.71%,2019/06/28,1398/04/07
2325,"129,450","128,390","129,550","128,500",1500,1.18%,2019/06/30,1398/04/09
2326,"128,440","126,890","128,500","127,000",1000,0.79%,2019/07/01,1398/04/10
2327,"126,960","126,890","128,000","128,000",550,0.43%,2019/07/02,1398/04/11
2328,"127,940","127,390","128,000","127,450",50,0.04%,2019/07/03,1398/04/12
2329,"127,500","127,390","127,500","127,500",-,-,2019/07/04,1398/04/13
2330,"127,500","127,500","127,500","127,500",1900,1.49%,2019/07/05,1398/04/14
2331,"127,430","127,390","129,500","129,400",420,0.33%,2019/07/06,1398/04/15
2332,"129,440","128,890","130,000","128,980",1070,0.84%,2019/07/07,1398/04/16
2333,"129,000","127,890","129,000","127,910",480,0.38%,2019/07/08,1398/04/17
2334,"128,000","127,390","128,000","127,430",50,0.04%,2019/07/09,1398/04/18
2335,"127,480","127,390","127,500","127,480",20,0.02%,2019/07/10,1398/04/19
2336,"127,420","127,390","127,500","127,460",-,-,2019/07/11,1398/04/20
2337,"127,460","127,460","127,460","127,460",1460,1.16%,2019/07/12,1398/04/21
2338,"126,940","125,890","127,000","126,000",1000,0.8%,2019/07/13,1398/04/22
2339,"125,910","124,890","126,000","125,000",4000,3.31%,2019/07/14,1398/04/23
2340,"124,890","120,890","125,000","121,000",2110,1.77%,2019/07/15,1398/04/24
2341,"120,900","118,890","121,000","118,890",5000,4.39%,2019/07/16,1398/04/25
2342,"119,000","111,890","119,000","113,890",1110,0.97%,2019/07/17,1398/04/26
2343,"114,890","114,890","115,000","115,000",1480,1.29%,2019/07/18,1398/04/27
2344,"114,900","114,890","117,000","116,480",2490,2.14%,2019/07/20,1398/04/29
2345,"116,500","116,390","119,000","118,970",30,0.03%,2019/07/21,1398/04/30
2346,"118,950","118,890","119,000","119,000",4000,3.36%,2019/07/22,1398/04/31
2347,"119,980","119,890","123,000","123,000",1070,0.88%,2019/07/23,1398/05/01
2348,"122,890","121,890","124,000","121,930",2430,2.03%,2019/07/24,1398/05/02
2349,"120,000","119,390","120,000","119,500",-,-,2019/07/25,1398/05/03
2350,"119,500","119,500","119,500","119,500",1440,1.21%,2019/07/26,1398/05/04
2351,"119,470","119,390","121,000","120,940",560,0.46%,2019/07/27,1398/05/05
2352,"120,930","120,890","122,000","121,500",1080,0.9%,2019/07/28,1398/05/06
2353,"121,390","120,390","121,500","120,420",80,0.07%,2019/07/29,1398/05/07
2354,"120,480","120,390","120,500","120,500",1070,0.9%,2019/07/30,1398/05/08
2355,"120,400","119,390","120,500","119,430",430,0.36%,2019/07/31,1398/05/09
2356,"119,000","118,890","119,000","119,000",-,-,2019/08/01,1398/05/10
2357,"119,000","119,000","119,000","119,000",910,0.76%,2019/08/02,1398/05/11
2358,"118,910","118,890","120,000","119,910",910,0.76%,2019/08/03,1398/05/12
2359,"119,500","118,890","119,500","119,000",90,0.08%,2019/08/04,1398/05/13
2360,"118,910","118,890","119,000","118,910",510,0.43%,2019/08/05,1398/05/14
2361,"119,000","118,890","119,500","119,420",480,0.4%,2019/08/06,1398/05/15
2362,"119,460","118,890","119,500","118,940",540,0.46%,2019/08/07,1398/05/16
2363,"118,430","118,390","118,500","118,400",400,0.34%,2019/08/08,1398/05/17
2364,"118,480","117,890","118,500","118,000",1000,0.85%,2019/08/10,1398/05/19
2365,"117,920","116,890","118,000","117,000",-,-,2019/08/11,1398/05/20
2366,"116,910","116,890","117,000","117,000",90,0.08%,2019/08/12,1398/05/21
2367,"116,940","116,890","117,000","116,910",90,0.08%,2019/08/13,1398/05/22
2368,"116,940","116,890","117,000","117,000",-,-,2019/08/14,1398/05/23
2369,"116,930","116,890","117,000","117,000",-,-,2019/08/15,1398/05/24
2370,"116,970","116,890","117,000","117,000",420,0.36%,2019/08/17,1398/05/26
2371,"116,920","116,890","117,500","117,420",460,0.39%,2019/08/18,1398/05/27
2372,"117,500","116,890","117,500","116,960",-,-,2019/08/19,1398/05/28
2373,"116,980","116,890","117,000","116,960",540,0.46%,2019/08/20,1398/05/29
2374,"117,000","116,390","117,000","116,420",420,0.36%,2019/08/21,1398/05/30
2375,"116,500","115,890","116,500","116,000",-,-,2019/08/22,1398/05/31
2376,"116,000","116,000","116,000","116,000",100,0.09%,2019/08/23,1398/06/01
2377,"116,430","115,890","116,500","115,900",1400,1.22%,2019/08/24,1398/06/02
2378,"116,000","114,390","116,000","114,500",2580,2.31%,2019/08/25,1398/06/03
2379,"114,420","111,890","114,500","111,920",920,0.83%,2019/08/26,1398/06/04
2380,"111,980","109,890","112,000","111,000",950,0.86%,2019/08/27,1398/06/05
2381,"110,980","110,900","112,000","111,950",50,0.04%,2019/08/28,1398/06/06
2382,"111,890","111,890","112,000","112,000",-,-,2019/08/29,1398/06/07
2383,"112,000","112,000","112,000","112,000",1470,1.31%,2019/08/30,1398/06/08
2384,"111,940","111,890","113,500","113,470",530,0.47%,2019/08/31,1398/06/09
2385,"113,420","113,390","114,500","114,000",1520,1.35%,2019/09/01,1398/06/10
2386,"113,920","112,390","114,000","112,480",1520,1.35%,2019/09/02,1398/06/11
2387,"113,930","113,890","114,000","114,000",580,0.51%,2019/09/03,1398/06/12
2388,"113,960","113,390","113,960","113,420",580,0.51%,2019/09/04,1398/06/13
2389,"114,000","113,890","114,000","114,000",-,-,2019/09/05,1398/06/14
2390,"114,000","114,000","114,000","114,000",110,0.1%,2019/09/06,1398/06/15
2391,"113,960","113,890","114,000","113,890",2110,1.85%,2019/09/07,1398/06/16
2392,"113,960","113,890","116,000","116,000",-,-,2019/09/08,1398/06/17
2393,"116,000","116,000","116,000","116,000",30,0.03%,2019/09/09,1398/06/18
2394,"115,900","115,890","116,140","115,970",1530,1.34%,2019/09/11,1398/06/20
